uid,pos_iid,neg_iid,pos_seq
889,19697,33165,"[183, 2702, 2898, 3084, 4926, 5840, 9267, 9876, 10051, 12091, 14505, 14764, 15729, 16722, 18035]"
3208,19697,30566,"[451, 657, 706, 755, 1117, 2140, 3915, 6239, 6365, 6391, 6621, 7028, 8670, 10036, 10586, 12123, 14736, 17184]"
1643,19701,21241,"[3214, 3563, 4578, 4765, 5120, 5947, 11193, 14904, 15132, 15995, 16259, 17380, 17630]"
54,19703,29126,"[310, 492, 869, 1093, 1395, 2217, 3388, 3906, 4870, 5021, 5027, 5836, 7366, 7466, 8514, 8724, 10522, 10523, 10525, 10526, 10529, 10530, 10712, 11357, 11595, 11665, 12246, 12258, 12577, 12607, 13372, 13517, 13581, 14418, 14480, 14626, 16241, 16334, 16444, 16722, 17087, 17231, 17486, 17492, 17569, 17683, 17699, 17737, 17738, 17832, 17994, 18023, 18060, 18184, 18185]"
1555,19704,19701,"[189, 1607, 1790, 1836, 1990, 4394, 5297, 5472, 7453, 7780, 8809, 11919, 13636, 15010, 16098]"
1178,19704,21730,"[2343, 3054, 3184, 3698, 5527, 6558, 8904, 11063, 13731, 17027]"
1168,19705,20160,"[393, 690, 1339, 2063, 2661, 3180, 3393, 5113, 6204, 9005, 9854, 10023, 13217, 13448, 13499, 15653, 15888, 16185, 16905, 16945, 17923]"
337,19705,31544,"[709, 783, 923, 1084, 1149, 2008, 2063, 2187, 2295, 2853, 3108, 5828, 5850, 6621, 6626, 6636, 7295, 7900, 9558, 9587]"
3905,19705,34253,"[749, 1227, 1459, 1711, 2063, 2065, 2445, 2854, 2926, 3119, 11707]"
2519,19705,33482,"[1268, 2063, 2764, 3576, 4287, 6753, 7789, 7876, 8423, 11265, 14759]"
3400,19705,29986,"[1942, 1943, 1956, 2031, 2063, 6509, 6720, 7754, 10473, 11728, 12067, 12164, 12197, 13671, 13814, 14927, 15081, 15825, 17311, 17426]"
2666,19707,35369,"[903, 1048, 1072, 1757, 2070, 3145, 5135, 7091, 9737, 9756, 9826, 11593, 11921, 12431, 13318, 14763, 16202]"
3707,19707,20267,"[37, 407, 1371, 1375, 1602, 1651, 2185, 2344, 2654, 2947, 6864, 6963, 6981, 7183, 8596, 8688, 9089, 9552, 9874, 10439, 10750, 12090, 12231, 12540, 12604, 12662, 14483, 14764, 15132, 15729, 16372, 16685, 17090, 17091, 17838, 18193, 18234, 18275, 18287, 18308]"
750,19708,25675,"[189, 989, 1171, 1873, 2030, 2112, 2425, 2574, 2600, 3084, 3109, 4489, 4830, 4875, 5052, 5471, 6018, 6912, 7057, 9395, 10550, 11957, 13696, 14965, 15015, 15268, 15806, 17649]"
1706,19708,41296,"[623, 644, 1008, 1594, 1657, 1768, 1899, 2261, 2339, 2350, 2461, 2654, 2673, 3450, 3582, 4386, 5125, 5660, 6412, 7005, 7386, 8221, 8516, 8855, 10418, 11034, 11465, 11793, 12439, 12511, 14507, 15446, 16324, 16394, 16825, 16829, 16894, 17905, 18211]"
247,19713,37903,"[4094, 4805, 5238, 5730, 9576, 9604, 9605, 10251, 10654, 13485]"
1083,19717,26837,"[53, 61, 209, 400, 423, 474, 767, 991, 1129, 1131, 1647, 2026, 2388, 2408, 2634, 3527, 3747, 4681, 4940, 5123, 5527, 5851, 5858, 5922, 7183, 8010, 8486, 8819, 8942, 9303, 9959, 9991, 10157, 10331, 11967, 12579, 12828, 15553, 16207, 16372, 16733, 17054, 17091, 17440, 17483, 17670, 17921, 17944, 17956, 18124, 18153, 18165, 18173, 18214, 18219, 18260, 18272, 18284, 18311, 18357]"
1708,19720,27791,"[1073, 1337, 1339, 1340, 5021, 5759, 5765, 9217, 9667, 10526, 11946, 12604, 14963, 16368, 17572, 18002]"
553,19726,18959,"[1528, 2480, 2868, 3023, 3583, 4005, 4069, 4919, 5700, 5706, 6039, 6225, 6230, 7300, 7881, 8056, 8423, 8919, 9387, 9714, 10294, 12116, 12175, 12698, 13495, 14266, 14323, 14408, 14513, 14531, 15008, 15036, 16409, 17096, 17897]"
3811,19726,27506,"[44, 171, 295, 1008, 3602, 3938, 5865, 7157, 8895, 9681, 12902, 18041]"
964,19726,26496,"[1565, 1691, 2832, 2888, 3369, 4005, 4429, 4954, 5819, 6097, 6220, 6239, 6285, 6499, 9251, 9621, 10144, 10716, 11498, 12029, 15365, 15723, 16954]"
2648,19729,32630,"[232, 244, 1073, 1077, 2586, 2587, 2682, 3368, 3652, 3780, 3790, 3825, 3854, 4427, 5079, 9469, 11982, 14398]"
204,19729,37646,"[477, 1371, 1424, 2304, 3926, 4870, 5493, 6166, 6849, 8753, 8970, 8971, 11644, 11712, 11896, 12036, 13126, 14751, 15027, 16787, 17754]"
1209,19729,29078,"[99, 432, 492, 678, 903, 3086, 3388, 4299, 4769, 4895, 5711, 5882, 6746, 8296, 8442, 8827, 9913, 9948, 10224, 11255, 11743, 12019, 12834, 13700, 14504, 17627, 17832, 17975]"
3158,19733,29975,"[617, 5905, 7054, 8133, 8553, 8828, 10750, 16733, 17736, 17738, 17833, 17834, 17950, 17951, 17993, 18161]"
1263,19733,22848,"[803, 5864, 6303, 8062, 8466, 10933, 11524, 11822, 12071, 13786, 14206, 14995, 16564]"
2309,19740,37912,"[795, 2001, 2050, 2947, 3180, 3417, 3610, 4915, 5306, 5317, 7114, 9097, 9627, 12364, 13544, 17380, 18145]"
875,19740,18896,"[766, 1462, 3848, 4215, 5828, 6612, 9097, 11025, 14561, 14995]"
1900,19740,18478,"[492, 885, 1997, 4887, 6283, 12604, 14059, 14504, 14735, 14736, 15483, 16854, 17217, 17440, 17519, 17572, 18022, 18078, 18166]"
85,19740,28430,"[57, 139, 737, 804, 1345, 1854, 2787, 3627, 4098, 4371, 4592, 5272, 5627, 5969, 6156, 7349, 8856, 10122, 11052, 12340, 12640]"
2692,19740,35690,"[518, 2286, 3368, 3605, 3952, 4462, 5580, 6554, 6842, 9407, 9479, 9690, 10279, 10798, 11814, 13610, 14531, 14775, 15011, 15578, 15773, 15899]"
3763,19742,32032,"[271, 486, 525, 577, 690, 721, 729, 1076, 1514, 1726, 1877, 2228, 2547, 2732, 2973, 3265, 3271, 3374, 3952, 4443, 5282, 5994, 6090, 6264, 6265, 6288, 6541, 8178, 8179, 9316, 9336, 10150, 11131, 11142, 11146, 11207, 11261, 12504, 13442, 15127, 16592]"
2724,19745,28824,"[1082, 2569, 2869, 2876, 4524, 4648, 5973, 6509, 10573, 11617, 12630, 15801]"
668,19745,33041,"[1307, 1617, 1666, 1838, 2162, 2251, 2448, 3970, 5181, 5487, 7090, 7880, 8257, 9549, 9787, 9837, 10340, 13351, 14758, 15410, 16200, 16506, 16866]"
427,19745,19722,"[628, 1227, 1268, 1341, 1519, 1935, 1948, 2360, 2586, 3280, 4282, 5857, 6323, 7180, 7424, 8095, 8129, 8202, 9354, 9860, 9941, 13468, 13587, 14591, 18154]"
3625,19745,36231,"[1813, 2220, 5534, 7039, 8545, 10799, 11063, 11621, 11766, 13507, 13912]"
2288,19745,41196,"[341, 1414, 2240, 2251, 3104, 3634, 4359, 4517, 4717, 7482, 9068, 9834, 10193, 13682, 17380]"
3400,19745,21564,"[1942, 1943, 1956, 2031, 2063, 6509, 6720, 7754, 10473, 11728, 12067, 12164, 12197, 13671, 13814, 14927, 15081, 15825, 17311, 17426]"
1127,19745,21244,"[1222, 1232, 4700, 5606, 5917, 6499, 11158, 11266, 13768, 14129, 15096]"
268,19746,38658,"[804, 2145, 4282, 4336, 4526, 4962, 7162, 8378, 8722, 9101, 16612, 16628]"
458,19748,23292,"[520, 709, 1278, 1314, 1809, 1932, 2066, 2147, 2895, 5705, 6923, 7318, 7452, 7878, 8394, 10361, 10472, 11194, 13454, 14449, 15240, 16536]"
1739,19755,25361,"[318, 713, 1236, 1853, 1985, 3073, 5248, 5588, 5640, 5882, 6606, 7020, 7284, 7320, 7340, 8220, 9407, 9772, 10673, 10675, 11787, 12444]"
3489,19758,34536,"[1136, 1157, 1212, 2077, 2910, 2947, 3085, 5267, 6381, 6385, 6964, 11866, 12222, 12982, 14476, 14857, 15059, 15198, 15512]"
2590,19760,40754,"[5145, 5909, 6747, 7508, 7636, 8208, 8470, 10479, 10528, 11598, 12848]"
2972,19760,40561,"[630, 1591, 2273, 2279, 3346, 3408, 4048, 5017, 5506, 8339, 8544, 8638, 8753, 9821, 10340, 10404, 11100, 12717, 16002, 16534, 16825]"
1223,19760,27689,"[127, 487, 1687, 2545, 2720, 3875, 4156, 6445, 6836, 7456, 7528, 8052, 9424, 10521, 11689, 12321, 16221]"
2476,19760,32587,"[458, 1665, 1768, 3426, 4660, 4884, 5492, 6418, 7386, 7582, 7805, 7944, 8220, 8489, 9089, 9147, 9150, 9803, 9854, 10777, 12884, 14158, 14178, 16765, 16980, 16996]"
2155,19760,30598,"[492, 3089, 5079, 6933, 8698, 8827, 10557, 12977, 14380, 16058]"
342,19760,34749,"[817, 1090, 9578, 10327, 10755, 12326, 15113, 16240, 16462, 18013]"
2246,19761,34232,"[3629, 5477, 7747, 8213, 8307, 9089, 11633, 15839, 16126, 17704, 18039]"
2257,19764,23964,"[1331, 5562, 5664, 7893, 8624, 8960, 8981, 9988, 11263, 11495]"
1067,19764,29625,"[533, 2546, 2661, 2768, 3568, 4458, 6208, 7944, 8796, 9528, 9846, 10302, 11138, 13316, 13838]"
2428,19765,25749,"[1294, 1395, 2257, 2329, 2411, 3746, 4770, 7075, 7479, 10129, 10497, 10666, 12072, 12999]"
3707,19766,38063,"[37, 407, 1371, 1375, 1602, 1651, 2185, 2344, 2654, 2947, 6864, 6963, 6981, 7183, 8596, 8688, 9089, 9552, 9874, 10439, 10750, 12090, 12231, 12540, 12604, 12662, 14483, 14764, 15132, 15729, 16372, 16685, 17090, 17091, 17838, 18193, 18234, 18275, 18287, 18308]"
1466,19767,40320,"[8424, 9911, 10527, 11549, 11830, 11947, 12607, 13417, 13670, 14936, 15483, 16021, 16420, 17196, 17706, 18017, 18022]"
255,19767,39076,"[224, 245, 249, 501, 1478, 1486, 1494, 2357, 2569, 2866, 2876, 6060, 6245, 6846, 7102, 7506, 8522, 8786, 8966, 9312, 9989, 10454, 10776, 11212, 11217, 11774, 12065, 12160, 12568, 12694]"
3726,19773,38739,"[631, 866, 1371, 2439, 4104, 6190, 7465, 10799, 10880, 11382, 11712, 11743, 14666, 15143]"
2958,19774,38435,"[3091, 6848, 8338, 11846, 12114, 15528, 15865, 16183, 16341, 16529, 16550]"
151,19776,33993,"[451, 657, 1088, 1178, 1433, 1621, 2206, 2841, 3612, 4041, 4096, 4282, 4569, 6431, 6627, 7263, 7802, 8037, 8954, 9411, 14187, 14218, 15475, 16010]"
1119,19776,30207,"[890, 2206, 7419, 8033, 10821, 12606, 13670, 14504, 15651, 18156, 18249, 18260]"
2518,19777,32571,"[2933, 3246, 4302, 4354, 4645, 8339, 8688, 8828, 9639, 10157, 10251, 10526, 11177, 14735, 14736, 14764, 16334, 16388, 16444, 16685, 16733, 17217, 17670, 17956, 18124, 18156, 18165, 18190, 18228, 18239]"
1154,19785,28424,"[3767, 4882, 4989, 7168, 7320, 8696, 9712, 11189, 11611, 12470, 13081, 13252, 14333, 14995, 15081]"
1307,19787,35741,"[517, 818, 998, 2456, 2654, 2923, 3134, 3204, 4041, 4199, 5918, 6313, 7386, 7969, 8328, 9073, 9386, 9640, 9754, 10641, 10915, 11094, 11690, 12232, 13586, 16078, 17253]"
776,19788,30222,"[4003, 6864, 8720, 9638, 14059, 14764, 16471, 17519, 17687, 17830]"
3141,19791,39645,"[451, 1181, 1716, 3005, 3062, 4329, 5594, 5857, 6320, 7732, 8088, 8361, 8380, 9049, 9780, 10850, 12486, 14884, 15397, 16298, 18041]"
1692,19793,21796,"[3376, 5142, 5932, 7027, 7185, 8159, 8161, 8537, 8545, 9712, 10276, 12148]"
3839,19796,34356,"[2009, 5110, 11699, 11718, 12013, 13580, 17380, 18042, 18139, 18204, 18238, 18313]"
2309,19797,29851,"[795, 2001, 2050, 2947, 3180, 3417, 3610, 4915, 5306, 5317, 7114, 9097, 9627, 12364, 13544, 17380, 18145]"
3457,19797,26391,"[624, 1065, 1759, 7157, 8013, 10478, 10480, 14773, 15403, 15528, 17746]"
1639,19797,39255,"[501, 950, 1478, 1692, 3772, 7028, 7072, 7689, 7695, 8678, 9130, 9437, 9849, 12150, 13606, 15232, 17194, 17591]"
2864,19797,37437,"[274, 804, 842, 3687, 3875, 4879, 5214, 6897, 7951, 10643, 12256, 12669, 14511]"
3625,19797,31839,"[1813, 2220, 5534, 7039, 8545, 10799, 11063, 11621, 11766, 13507, 13912]"
65,19797,22326,"[488, 642, 3453, 10654, 11409, 12072, 12308, 12963, 13522, 13786, 17236]"
1998,19797,23798,"[97, 224, 228, 230, 248, 560, 584, 711, 754, 1037, 1129, 1157, 1446, 1872, 2118, 2523, 2524, 2530, 2875, 3197, 3245, 3315, 3781, 3808, 4035, 4174, 4278, 4356, 4897, 4967, 5060, 5079, 5358, 5407, 5573, 5644, 5857, 6082, 6345, 6395, 6636, 6731, 6799, 6886, 7102, 7103, 7294, 7437, 7776, 7777, 7968, 8179, 8305, 8660, 8766, 8778, 8869, 8963, 9006, 9383, 9808, 9859, 10059, 10705, 10819, 10891, 11467, 11817, 11836, 11840, 11919, 11934, 12125, 12683, 12734, 12976, 12988, 13305, 13309, 13344, 13603, 13785, 13841, 13897, 13935, 14458, 14613, 14683, 14691, 14719, 14760, 14911, 14923, 15114, 15127, 15596, 15716, 15848, 16075, 16148, 16952, 17016, 18238]"
2836,19797,35330,"[678, 3069, 3114, 4450, 4672, 4915, 11026, 11582, 13877, 14478, 14955, 14960]"
156,19798,24004,"[1671, 2237, 2278, 2940, 4041, 4049, 4862, 5471, 6064, 8106]"
1207,19798,31798,"[320, 665, 1045, 1698, 1921, 2634, 2768, 2801, 3197, 4278, 5634, 5862, 5969, 6100, 7065, 7133, 7192, 7945, 8340, 9169, 9451, 9712, 9918, 10182, 10675, 11438, 12771, 15209, 16055, 16168, 16252]"
1074,19799,21474,"[403, 822, 2251, 8437, 8561, 9479, 9788, 10487, 11838, 14477, 16520]"
1675,19799,37310,"[838, 1012, 2295, 2480, 2816, 4658, 5754, 5822, 5894, 6440, 6655, 8477, 9195, 12476, 12692, 13093, 17054, 17956, 18165, 18173]"
1441,19801,28219,"[1375, 1386, 1785, 2242, 3513, 4041, 6166, 8753, 14481, 16894]"
2740,19802,37560,"[4278, 6057, 6843, 9238, 11633, 11873, 13522, 14944, 15208, 15736, 16001]"
615,19804,37797,"[792, 1861, 1976, 2295, 2654, 3634, 3849, 4543, 5014, 5747, 7516, 7519, 17523]"
1127,19804,36389,"[1222, 1232, 4700, 5606, 5917, 6499, 11158, 11266, 13768, 14129, 15096]"
1060,19804,36355,"[2926, 3183, 3273, 4588, 5294, 5296, 5297, 5822, 14412, 15960]"
1408,19805,40737,"[817, 2291, 5427, 5473, 6885, 6942, 7051, 9123, 9162, 13013]"
3013,19805,26881,"[249, 459, 938, 1151, 3477, 5885, 6672, 7654, 13087, 13205, 17541]"
2572,19806,22793,"[457, 701, 940, 2148, 2149, 2432, 3152, 3249, 3784, 3828, 4233, 4882, 5276, 5541, 5760, 5761, 6021, 6558, 7068, 7302, 7317, 7319, 7528, 7543, 7587, 8027, 8039, 8147, 8155, 9010, 9199, 10474, 10499, 10551, 10679, 11302, 11436, 11499, 11871, 12203, 12630, 12954, 13578, 13649, 14360, 15063, 15121, 15892, 16757, 17426, 17851, 17862]"
337,19806,29397,"[709, 783, 923, 1084, 1149, 2008, 2063, 2187, 2295, 2853, 3108, 5828, 5850, 6621, 6626, 6636, 7295, 7900, 9558, 9587]"
105,19806,28742,"[73, 307, 1083, 1707, 1941, 3653, 4232, 4420, 5163, 5613, 5882, 6492, 10509, 11486, 11752, 13431, 14110, 16028, 16757, 17680]"
1189,19809,26026,"[797, 1148, 5026, 11946, 14735, 14736, 17353, 17670, 17909, 18002, 18204, 18277, 18279]"
2953,19809,32591,"[1278, 3946, 5611, 6509, 6648, 7664, 10897, 12611, 13942, 16192]"
1959,19809,40231,"[866, 1023, 1147, 1199, 2123, 2370, 2413, 3385, 3845, 3846, 4425, 5538, 6843, 7120, 7224, 7769, 7951, 9142, 9558, 9761, 10056, 14230, 15329, 15550]"
949,19809,22692,"[644, 1726, 2013, 2135, 2456, 3875, 4069, 5963, 6197, 7451, 8549, 13001]"
1239,19809,33255,"[95, 730, 971, 2301, 2773, 2947, 3142, 3483, 3922, 3968, 5522, 6361, 7046, 7047, 7399, 7479, 7639, 8624, 8668, 8730, 8808, 10056, 12528, 14281, 16659, 16817]"
437,19811,36482,"[244, 756, 989, 1103, 1158, 1180, 1297, 2267, 2634, 2685, 2804, 3212, 5561, 6528]"
2522,19811,33927,"[1729, 2040, 4467, 5005, 5257, 5917, 7465, 7558, 9717, 10114, 10901, 11015, 15119, 16162]"
1311,19812,41209,"[1081, 2606, 2816, 4069, 4787, 4972, 5613, 7807, 8461, 10184, 12203]"
89,19812,24022,"[3388, 3981, 4399, 5256, 5931, 5934, 5941, 5945, 5963, 6607, 7465, 7829, 12149, 13770, 13918, 16033]"
1569,19813,38488,"[338, 1652, 2390, 2600, 3277, 4475, 5105, 5970, 6043, 6952, 7263, 7323, 7714, 9272, 9484, 9915, 10224, 11521, 12929, 12933, 13027, 13028, 14122, 14123, 14707, 14871, 14888, 15560, 15779, 16141, 16145, 17224]"
1420,19814,25902,"[1976, 2003, 2478, 2858, 7732, 9267, 10515, 12269, 14158, 17380]"
1999,19816,31414,"[71, 1255, 2942, 3840, 6464, 10524, 10528, 11616, 13547, 14504, 14567, 14936, 16124, 16448, 16470, 16613, 17231, 17834, 18022, 18166, 18194, 18204, 18240, 18291]"
3760,19816,25151,"[877, 4173, 4473, 9503, 9747, 12734, 12825, 14358, 14991, 17025, 17983]"
2008,19816,37810,"[518, 573, 1698, 1918, 3283, 3577, 5715, 8505, 8598, 9005, 14962]"
105,19817,31131,"[73, 307, 1083, 1707, 1941, 3653, 4232, 4420, 5163, 5613, 5882, 6492, 10509, 11486, 11752, 13431, 14110, 16028, 16757, 17680]"
413,19818,29076,"[882, 1083, 1157, 1846, 2346, 3024, 3084, 7360, 8688, 10524, 10951, 11652, 12421, 13198, 13447, 14485, 14673, 16241, 16259, 17353, 17440, 17486, 17523, 17944, 18204]"
1744,19819,28363,"[1315, 2348, 2464, 2801, 2876, 3023, 3046, 3111, 3369, 4188, 4437, 4456, 4495, 5201, 5981, 6696, 7083, 7179, 7229, 7254, 7973, 8197, 8249, 8407, 8509, 8803, 8876, 9193, 9251, 9736, 10297, 10883, 10886, 10911, 10976, 11539, 12144, 12380, 12496, 12793, 12920, 12982, 13011, 13053, 13062, 13158, 13551, 13603, 13759, 13929, 14783]"
2999,19820,21016,"[707, 730, 813, 1114, 1515, 1966, 2441, 2540, 13446, 15025, 15651, 15781, 18288]"
3372,19820,18740,"[885, 1294, 1824, 5711, 9638, 9991, 11831, 12090, 12907, 14609, 15748, 16207, 16247, 16722, 17054, 17091, 17218, 17519, 17570, 17838, 18051, 18124, 18219, 18327]"
1552,19820,21933,"[586, 2569, 2876, 3656, 4183, 5783, 6031, 6097, 6208, 6506, 6678, 6734, 7344, 7942, 8167, 8326, 9714, 9736, 10481, 10919, 12082, 13243, 13252, 13549, 13900, 14658, 14700, 14837, 15809, 15959, 16049, 16982]"
2590,19821,23928,"[5145, 5909, 6747, 7508, 7636, 8208, 8470, 10479, 10528, 11598, 12848]"
1454,19821,18670,"[354, 804, 2634, 2787, 2788, 5826, 8400, 9380, 12901, 16204, 17051]"
471,19821,31739,"[249, 2582, 2735, 3046, 3353, 4187, 4271, 5201, 5682, 5798, 6227, 6239, 7112, 7192, 8523, 8929, 8967, 10251, 10328, 10773, 11951, 12203, 15250]"
1707,19821,28566,"[215, 520, 522, 805, 2640, 2656, 3018, 4030, 5597, 6226, 6263, 6269, 6453, 6571, 6841, 6974, 7271, 10471, 10611, 11668, 11760, 12126, 14121, 14283, 14527, 15545]"
1754,19824,35214,"[631, 3488, 4319, 10938, 11255, 11747, 16409, 17153, 17178, 18085]"
1492,19825,28830,"[455, 2924, 4144, 6295, 7303, 7375, 11221, 11277, 11516, 14335, 14453, 15768]"
1889,19825,32969,"[203, 2371, 4313, 4552, 6654, 8032, 8676, 8890, 9498, 9842, 10660, 10764, 12170, 13935, 14305, 16222, 16676, 16778, 17573]"
505,19825,32785,"[3369, 5218, 6444, 7829, 7920, 9231, 9234, 10219, 11175, 14542, 14603, 14717, 15445, 15858, 16398]"
1010,19825,36621,"[469, 588, 657, 690, 804, 860, 888, 903, 964, 991, 1323, 1667, 1668, 1734, 1868, 1892, 1895, 1928, 2120, 2132, 2141, 2167, 2456, 2601, 2857, 2876, 2920, 3375, 3795, 3850, 3914, 4067, 4069, 4278, 4370, 4637, 4808, 4963, 5002, 5084, 5103, 5271, 5379, 5761, 5828, 5858, 5977, 6043, 6672, 6757, 7035, 7046, 7763, 8039, 8266, 8358, 8631, 8938, 9106, 9516, 9564, 9826, 9850, 10090, 10149, 10759, 11518, 11798, 11951, 12175, 12187, 12549, 13243, 13279, 13549, 13637, 13865, 14256, 14266, 14890, 15063, 15768]"
393,19825,24868,"[228, 253, 281, 397, 489, 502, 550, 588, 819, 844, 983, 1004, 1227, 1542, 1678, 2576, 3088, 3209, 3653, 3678, 3790, 3840, 4200, 4220, 5207, 5218, 5351, 5374, 5392, 5399, 5442, 5777, 5854, 6141, 6617, 6755, 7102, 7103, 7170, 7181, 7246, 7951, 8167, 8225, 8312, 8523, 8994, 9520, 9626, 9736, 10243, 10712, 10780, 11213, 11217, 12175, 12176, 12208, 12504, 12745, 12764, 12874, 12948, 13069, 13081, 13386, 13897, 14698, 14989, 15127, 15303, 15308, 15340, 15920, 16594, 16846, 17680]"
2500,19825,28738,"[248, 469, 703, 1898, 2384, 3835, 3840, 3981, 5005, 5828, 5857, 5861, 7284, 7340, 8581, 9236, 10943, 11063, 11501, 11689, 12627, 13533, 15423, 16319, 16657, 16658]"
1207,19825,23377,"[320, 665, 1045, 1698, 1921, 2634, 2768, 2801, 3197, 4278, 5634, 5862, 5969, 6100, 7065, 7133, 7192, 7945, 8340, 9169, 9451, 9712, 9918, 10182, 10675, 11438, 12771, 15209, 16055, 16168, 16252]"
217,19826,19114,"[440, 1177, 2832, 6221, 6228, 7716, 9710, 11810, 13460, 14140, 16013, 16583]"
2999,19831,31726,"[707, 730, 813, 1114, 1515, 1966, 2441, 2540, 13446, 15025, 15651, 15781, 18288]"
204,19832,34827,"[477, 1371, 1424, 2304, 3926, 4870, 5493, 6166, 6849, 8753, 8970, 8971, 11644, 11712, 11896, 12036, 13126, 14751, 15027, 16787, 17754]"
899,19833,28100,"[4787, 7157, 8586, 9172, 10427, 10548, 11703, 12105, 15553, 15857]"
2999,19835,39785,"[707, 730, 813, 1114, 1515, 1966, 2441, 2540, 13446, 15025, 15651, 15781, 18288]"
1272,19835,26457,"[552, 1948, 2027, 2135, 5435, 5931, 6509, 6720, 7294, 7437, 7664, 8982, 9811, 9812, 10011, 10897, 11363, 12150, 14488, 15225, 15430, 15732, 15825, 15887]"
3372,19835,23328,"[885, 1294, 1824, 5711, 9638, 9991, 11831, 12090, 12907, 14609, 15748, 16207, 16247, 16722, 17054, 17091, 17218, 17519, 17570, 17838, 18051, 18124, 18219, 18327]"
427,19837,18945,"[628, 1227, 1268, 1341, 1519, 1935, 1948, 2360, 2586, 3280, 4282, 5857, 6323, 7180, 7424, 8095, 8129, 8202, 9354, 9860, 9941, 13468, 13587, 14591, 18154]"
3296,19837,20894,"[9542, 10530, 12607, 12645, 14248, 14504, 16021, 16722, 17087, 17572, 17944, 18023, 18106, 18144, 18152, 18213, 18299, 18301, 18335]"
98,19837,30307,"[326, 1553, 1554, 2092, 2136, 2423, 3387, 3583, 4069, 4370, 4882, 6021, 6562, 7095, 10016, 12860, 13915, 15981, 16044, 16272, 17199, 18307]"
3372,19837,23962,"[885, 1294, 1824, 5711, 9638, 9991, 11831, 12090, 12907, 14609, 15748, 16207, 16247, 16722, 17054, 17091, 17218, 17519, 17570, 17838, 18051, 18124, 18219, 18327]"
1255,19838,35860,"[1908, 2271, 3974, 5173, 6619, 6914, 8108, 8476, 11160, 14630, 16128, 17275]"
2625,19841,20742,"[249, 552, 4273, 5727, 5963, 6142, 7951, 8333, 8541, 8803, 9151, 10399, 10730]"
1044,19842,40087,"[551, 3592, 5211, 5218, 5399, 10842, 11982, 12256, 16103, 16112, 16952]"
1946,19844,21096,"[443, 788, 1108, 2237, 2673, 2755, 3409, 3940, 4508, 5125, 5510, 6019, 7399, 8010, 9068, 9070, 9230, 9479, 10193, 10237, 10251, 10388, 10396, 10470, 11712, 12711, 13078, 14832, 15518, 16371, 16686]"
3390,19845,18660,"[756, 1392, 1424, 1783, 2237, 2278, 2788, 3417, 4041, 4537, 4571, 4901, 7812, 10362, 11552, 11622, 15380, 16647, 17596]"
2276,19847,35067,"[60, 1106, 1117, 2329, 2839, 3221, 4151, 6958, 7324, 7734, 11159, 11317, 12692, 15806, 18156]"
2239,19851,40079,"[871, 1178, 1228, 1244, 1553, 1967, 2265, 2937, 3231, 3251, 3931, 4049, 4765, 5876, 6068, 8812, 12586, 15768]"
3527,19858,30906,"[501, 859, 2586, 2601, 3375, 3652, 3846, 4124, 4196, 4208, 5093, 5399, 5591, 5610, 5820, 6494, 6912, 7102, 7538, 7893, 8468, 10776, 10843, 11677, 11982, 13106, 16534]"
43,19860,23482,"[3031, 6211, 6227, 6275, 7220, 8185, 12685, 14006, 14029, 15066]"
173,19862,38398,"[1910, 3624, 4927, 5170, 5478, 6426, 6565, 6879, 8108, 8146, 8455, 9805, 10340, 14034]"
3418,19867,36100,"[12, 3394, 4700, 5070, 5186, 5724, 6662, 8676, 8999, 9736, 11632, 11985, 13527, 13604, 15127, 15513, 16231, 16726]"
2922,19868,37081,"[25, 94, 228, 579, 1232, 1700, 1709, 3307, 3652, 3653, 5056, 5151, 5154, 5157, 5208, 5258, 5520, 5724, 6377, 6506, 6507, 6511, 6533, 6642, 6720, 7228, 7284, 7650, 7664, 7700, 8149, 8297, 8484, 8534, 8738, 8755, 8939, 8982, 8988, 9354, 9527, 10304, 10896, 10898, 11326, 11608, 11676, 11707, 11752, 12179, 12496, 12764, 13003, 13004, 13005, 13008, 13147, 13431, 13813, 13814, 14194, 14432, 14591, 15642, 15825, 16311, 17266, 17679, 17843]"
3135,19868,36653,"[162, 391, 465, 730, 1138, 1510, 1515, 1518, 1667, 1668, 1669, 1698, 1849, 1852, 1858, 1862, 1863, 1864, 1865, 1915, 2111, 2132, 2148, 2374, 2445, 2450, 2621, 2794, 2914, 3054, 3576, 3650, 3702, 3753, 3755, 3779, 4045, 4515, 4736, 4899, 4931, 5000, 5269, 5294, 5537, 6001, 6021, 6309, 6325, 6492, 6513, 6550, 6558, 6560, 6672, 6679, 6753, 6754, 6821, 6823, 7735, 7737, 9186, 9379, 9406, 9826, 10807, 11302, 11492, 11526, 11628, 11666, 11689, 12042, 12458, 12550, 12567, 12707, 12849, 13081, 13431, 13714, 14065, 14352, 14548, 14617, 15063, 15328, 15505, 15622, 15736, 16168, 16333, 16355, 16572, 16573, 16658, 16663, 16664, 16757, 16764, 16909, 16985, 17173, 17310, 17527, 17617, 17628, 17752, 18004, 18066, 18067, 18082, 18148, 18171]"
1299,19870,27706,"[1162, 1478, 1669, 1859, 2136, 2329, 2728, 2943, 4616, 5121, 5289, 6241, 7095, 7788, 8359, 8484, 9582, 10295, 10300, 10714, 11333, 12188, 13252, 14350, 15119, 15519]"
